symbol,fiscal_year,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Net Income From Continuing Operations,Effect Of Exchange Rate Changes,Short Term Debt Issuance,Change In Tax Payable,Change In Income Tax Payable,Unrealized Gain Loss On Investment Securities,Asset Impairment Charge,Depreciation,Operating Gains Losses,Gain Loss On Investment Securities,Proceeds From Stock Option Exercised,Change In Accrued Expense,Amortization Cash Flow,Amortization Of Intangibles,Sale Of Business,Sale Of PPE,Change In Prepaid Assets,Short Term Debt Payments,Capital Expenditure Reported,Gain Loss On Sale Of Business,Net Preferred Stock Issuance,Preferred Stock Payments,Preferred Stock Issuance,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Dividends Received Cfi,Cash From Discontinued Operating Activities,Earnings Losses From Equity Investments,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Provisionand Write Offof Assets,Other Cash Adjustment Outside Changein Cash,Dividend Received Cfo,Dividend Paid Cfo,Pension And Employee Benefit Expense,Depletion,Net Foreign Currency Exchange Gain Loss,Sale Of Intangibles,Gain Loss On Sale Of PPE
AAPL,2025-09-30,98767000000.0,-90711000000.0,-10932000000.0,4481000000.0,,-12715000000.0,,43369000000.0,35934000000.0,29943000000.0,5991000000.0,-120686000000.0,-120686000000.0,-6071000000.0,-15421000000.0,-15421000000.0,-90711000000.0,-90711000000.0,,-8483000000.0,-2032000000.0,-6451000000.0,-10932000000.0,4481000000.0,15195000000.0,15195000000.0,-1480000000.0,29390000000.0,53797000000.0,-24407000000.0,,,-12715000000.0,-12715000000.0,111482000000.0,111482000000.0,-25000000000.0,,-11076000000.0,-9197000000.0,902000000.0,902000000.0,902000000.0,1400000000.0,-7029000000.0,-6682000000.0,-89000000.0,12863000000.0,,,11698000000.0,11698000000.0,112010000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-09-30,108807000000.0,-94949000000.0,-9958000000.0,0.0,,-9447000000.0,,26102000000.0,29943000000.0,30737000000.0,-794000000.0,-121983000000.0,-121983000000.0,-5802000000.0,-15234000000.0,-15234000000.0,-94949000000.0,-94949000000.0,,-5998000000.0,3960000000.0,-9958000000.0,-9958000000.0,0.0,2935000000.0,2935000000.0,-1308000000.0,13690000000.0,62346000000.0,-48656000000.0,,,-9447000000.0,-9447000000.0,118254000000.0,118254000000.0,3651000000.0,,15552000000.0,-11731000000.0,6020000000.0,6020000000.0,6020000000.0,-1046000000.0,-5144000000.0,-3788000000.0,-2266000000.0,11688000000.0,,,11445000000.0,11445000000.0,93736000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2023-09-30,99584000000.0,-77550000000.0,-11151000000.0,5228000000.0,,-10959000000.0,3803000000.0,18679000000.0,30737000000.0,24977000000.0,5760000000.0,-108488000000.0,-108488000000.0,-6012000000.0,-15025000000.0,-15025000000.0,-77550000000.0,-77550000000.0,,-9901000000.0,-3978000000.0,-5923000000.0,-11151000000.0,5228000000.0,3705000000.0,3705000000.0,-1337000000.0,16001000000.0,45514000000.0,-29513000000.0,,,-10959000000.0,-10959000000.0,110543000000.0,110543000000.0,-6577000000.0,,3031000000.0,-5684000000.0,-1889000000.0,-1889000000.0,-1889000000.0,-1618000000.0,-417000000.0,-1688000000.0,-2227000000.0,10833000000.0,,,11519000000.0,11519000000.0,96995000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2022-09-30,111443000000.0,-89402000000.0,-9543000000.0,5465000000.0,,-10708000000.0,2865000000.0,19573000000.0,24977000000.0,35929000000.0,-10952000000.0,-110749000000.0,-110749000000.0,-6383000000.0,-14841000000.0,-14841000000.0,-89402000000.0,-89402000000.0,,-123000000.0,3955000000.0,-4078000000.0,-9543000000.0,5465000000.0,-22354000000.0,-22354000000.0,-2086000000.0,-9560000000.0,67363000000.0,-76923000000.0,-306000000.0,-306000000.0,-10708000000.0,-10708000000.0,122151000000.0,122151000000.0,1200000000.0,478000000.0,6110000000.0,-6499000000.0,9448000000.0,9448000000.0,9448000000.0,1484000000.0,-9343000000.0,-1823000000.0,1006000000.0,9038000000.0,895000000.0,895000000.0,11104000000.0,11104000000.0,99803000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2021-09-30,,,,,1105000000.0,,2687000000.0,,,,,,,,,,,,1105000000.0,,,,,,,,,,,,-33000000.0,-33000000.0,,,,,,1676000000.0,,,,,,,,,,,-4774000000.0,-4774000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2025-06-30,71611000000.0,-18420000000.0,-3216000000.0,0.0,2056000000.0,-64551000000.0,,,30242000000.0,18315000000.0,11864000000.0,-51699000000.0,-51699000000.0,-2291000000.0,-24082000000.0,-24082000000.0,-16364000000.0,-18420000000.0,2056000000.0,-8962000000.0,-5746000000.0,-3216000000.0,-3216000000.0,0.0,-72599000000.0,-72599000000.0,2317000000.0,-4387000000.0,25388000000.0,-29775000000.0,-5978000000.0,-5978000000.0,-64551000000.0,-64551000000.0,136162000000.0,136162000000.0,-5350000000.0,5400000000.0,4947000000.0,-5994000000.0,569000000.0,569000000.0,569000000.0,309000000.0,-10581000000.0,-10581000000.0,,11974000000.0,-7056000000.0,-7056000000.0,34153000000.0,34153000000.0,101832000000.0,63000000.0,,,,-536000000.0,943000000.0,34153000000.0,202000000.0,202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2024-06-30,74071000000.0,-17254000000.0,-29070000000.0,24395000000.0,2002000000.0,-44477000000.0,,,18315000000.0,34704000000.0,-16179000000.0,-37757000000.0,-37757000000.0,-1309000000.0,-21771000000.0,-21771000000.0,-15252000000.0,-17254000000.0,2002000000.0,575000000.0,5250000000.0,-4675000000.0,-29070000000.0,24395000000.0,-96970000000.0,-96970000000.0,-1298000000.0,17937000000.0,35669000000.0,-17732000000.0,-69132000000.0,-69132000000.0,-44477000000.0,-44477000000.0,118548000000.0,118548000000.0,1824000000.0,7035000000.0,5616000000.0,-8465000000.0,3545000000.0,3545000000.0,3545000000.0,1284000000.0,-7191000000.0,-7191000000.0,,10734000000.0,-4738000000.0,-4738000000.0,22287000000.0,22287000000.0,88136000000.0,-210000000.0,5250000000.0,1687000000.0,1687000000.0,-146000000.0,206000000.0,22287000000.0,245000000.0,245000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2023-06-30,59475000000.0,-22245000000.0,-2750000000.0,0.0,1866000000.0,-28107000000.0,,,34704000000.0,13931000000.0,20967000000.0,-43935000000.0,-43935000000.0,-1006000000.0,-19800000000.0,-19800000000.0,-20379000000.0,-22245000000.0,1866000000.0,-2750000000.0,0.0,-2750000000.0,-2750000000.0,0.0,-22680000000.0,-22680000000.0,-3116000000.0,10213000000.0,47864000000.0,-37651000000.0,-1670000000.0,-1670000000.0,-28107000000.0,-28107000000.0,87582000000.0,87582000000.0,-2388000000.0,5177000000.0,2825000000.0,-4824000000.0,-2721000000.0,-2721000000.0,-2721000000.0,1242000000.0,-4087000000.0,-4087000000.0,,9611000000.0,-6059000000.0,-6059000000.0,13861000000.0,13861000000.0,72361000000.0,-194000000.0,0.0,-358000000.0,-358000000.0,-303000000.0,30000000.0,13861000000.0,469000000.0,469000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2022-06-30,65149000000.0,-32696000000.0,-9023000000.0,0.0,1841000000.0,-23886000000.0,,,13931000000.0,14224000000.0,-152000000.0,-58876000000.0,-58876000000.0,-863000000.0,-18135000000.0,-18135000000.0,-30855000000.0,-32696000000.0,1841000000.0,-9023000000.0,0.0,-9023000000.0,-9023000000.0,0.0,-30311000000.0,-30311000000.0,-2825000000.0,18438000000.0,44894000000.0,-26456000000.0,-22038000000.0,-22038000000.0,-23886000000.0,-23886000000.0,89035000000.0,89035000000.0,446000000.0,5805000000.0,3169000000.0,-3514000000.0,2943000000.0,2943000000.0,2943000000.0,-1123000000.0,-6834000000.0,-6834000000.0,,7502000000.0,-5702000000.0,-5702000000.0,14460000000.0,14460000000.0,72738000000.0,-141000000.0,0.0,696000000.0,696000000.0,-509000000.0,101000000.0,14460000000.0,-1000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2309000000.0,-2309000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL,2025-12-31,73266000000.0,-45709000000.0,-32427000000.0,64564000000.0,,-91447000000.0,,,30708000000.0,23466000000.0,7034000000.0,-37388000000.0,-37388000000.0,400000000.0,-10049000000.0,-10049000000.0,-45709000000.0,-45709000000.0,,32137000000.0,,32137000000.0,-32427000000.0,64564000000.0,-120291000000.0,-120291000000.0,-2370000000.0,-24882000000.0,84607000000.0,-109489000000.0,-1592000000.0,-1592000000.0,-91447000000.0,-91447000000.0,164713000000.0,164713000000.0,618000000.0,-806000000.0,,-4542000000.0,14745000000.0,907000000.0,907000000.0,,-8779000000.0,-8779000000.0,2108000000.0,24953000000.0,8348000000.0,8348000000.0,21136000000.0,21136000000.0,132170000000.0,208000000.0,,,,,,21136000000.0,-24620000000.0,-24620000000.0,-14167000000.0,13838000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL,2024-12-31,72764000000.0,-62222000000.0,-12701000000.0,13589000000.0,,-52535000000.0,,,23466000000.0,24048000000.0,30000000.0,-79733000000.0,-79733000000.0,1154000000.0,-7363000000.0,-7363000000.0,-62222000000.0,-62222000000.0,,888000000.0,,888000000.0,-12701000000.0,13589000000.0,-45536000000.0,-45536000000.0,-2667000000.0,12597000000.0,104310000000.0,-91713000000.0,-2931000000.0,-2931000000.0,-52535000000.0,-52535000000.0,125299000000.0,125299000000.0,-8406000000.0,-1375000000.0,,-1397000000.0,257000000.0,359000000.0,359000000.0,,-5891000000.0,-5891000000.0,3419000000.0,22785000000.0,-5257000000.0,-5257000000.0,15311000000.0,15311000000.0,100118000000.0,-612000000.0,,,,,,15311000000.0,-2671000000.0,-2671000000.0,-12190000000.0,-102000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL,2023-12-31,69495000000.0,-61504000000.0,-11550000000.0,10790000000.0,,-32251000000.0,,19164000000.0,24048000000.0,21879000000.0,2590000000.0,-72093000000.0,-72093000000.0,8000000.0,0.0,0.0,-61504000000.0,-61504000000.0,,-760000000.0,,-760000000.0,-11550000000.0,10790000000.0,-27063000000.0,-27063000000.0,-1051000000.0,6734000000.0,87619000000.0,-80885000000.0,-495000000.0,-495000000.0,-32251000000.0,-32251000000.0,101746000000.0,101746000000.0,-3845000000.0,1048000000.0,,-2143000000.0,5083000000.0,664000000.0,664000000.0,,-7833000000.0,-7833000000.0,4330000000.0,22460000000.0,-7763000000.0,-7763000000.0,11946000000.0,11946000000.0,73795000000.0,-421000000.0,,,,,,11946000000.0,823000000.0,823000000.0,-9837000000.0,4419000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL,2022-12-31,60010000000.0,-59296000000.0,-54068000000.0,52872000000.0,,-31485000000.0,,18892000000.0,21879000000.0,20945000000.0,1440000000.0,-69757000000.0,-69757000000.0,35000000.0,0.0,0.0,-59296000000.0,-59296000000.0,,-1196000000.0,,-1196000000.0,-54068000000.0,52872000000.0,-20298000000.0,-20298000000.0,1589000000.0,16567000000.0,97972000000.0,-81405000000.0,-6969000000.0,-6969000000.0,-31485000000.0,-31485000000.0,91495000000.0,91495000000.0,-2235000000.0,951000000.0,,-5046000000.0,4177000000.0,707000000.0,707000000.0,,-2317000000.0,-2317000000.0,3483000000.0,19362000000.0,-8081000000.0,-8081000000.0,13475000000.0,13475000000.0,59972000000.0,-506000000.0,,,,,,13475000000.0,5519000000.0,5519000000.0,-9300000000.0,3470000000.0,641000000.0,641000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
GOOGL,2021-12-31,,,,,,,,13412000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886000000.0,886000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
META,2025-12-31,46109000000.0,-26248000000.0,-2524000000.0,29906000000.0,,-69691000000.0,696000000.0,7578000000.0,39100000000.0,45438000000.0,-6573000000.0,-20370000000.0,-20370000000.0,-16180000000.0,-5324000000.0,-5324000000.0,-26248000000.0,-26248000000.0,,27382000000.0,,27382000000.0,-2524000000.0,29906000000.0,-102003000000.0,-102003000000.0,-2250000000.0,-28385000000.0,26874000000.0,-55259000000.0,-1677000000.0,-4231000000.0,-69691000000.0,-69691000000.0,115800000000.0,115800000000.0,-885000000.0,,437000000.0,-481000000.0,1063000000.0,-14000000.0,-14000000.0,,-1815000000.0,-1815000000.0,-416000000.0,20427000000.0,18738000000.0,18738000000.0,18616000000.0,18616000000.0,60458000000.0,235000000.0,,,,-1138000000.0,0.0,,,,,1077000000.0,,,2554000000.0,,-89000000.0,,,,,,,,,,,,,,,,,,,,,,
META,2024-12-31,54072000000.0,-30125000000.0,-1969000000.0,10432000000.0,,-37256000000.0,486000000.0,10554000000.0,45438000000.0,42827000000.0,3397000000.0,-40781000000.0,-40781000000.0,-14047000000.0,-5072000000.0,-5072000000.0,-30125000000.0,-30125000000.0,,8463000000.0,,8463000000.0,-1969000000.0,10432000000.0,-47150000000.0,-47150000000.0,140000000.0,-9764000000.0,15789000000.0,-25553000000.0,-270000000.0,-270000000.0,-37256000000.0,-37256000000.0,91328000000.0,91328000000.0,1048000000.0,,2805000000.0,-270000000.0,696000000.0,373000000.0,373000000.0,,-1485000000.0,-1485000000.0,140000000.0,16690000000.0,-4738000000.0,-4738000000.0,15498000000.0,15498000000.0,62360000000.0,-786000000.0,,,,-53000000.0,383000000.0,,,,,323000000.0,,,0.0,,-698000000.0,,,,,,,,,,,,,,,,,,,,,,
META,2023-12-31,44068000000.0,-19774000000.0,-1058000000.0,8455000000.0,,-27045000000.0,448000000.0,6607000000.0,42827000000.0,15596000000.0,27118000000.0,-19500000000.0,-19500000000.0,-7123000000.0,0.0,0.0,-19774000000.0,-19774000000.0,,7397000000.0,,7397000000.0,-1058000000.0,8455000000.0,-24495000000.0,-24495000000.0,-22000000.0,3201000000.0,6184000000.0,-2983000000.0,-629000000.0,-629000000.0,-27045000000.0,-27045000000.0,71113000000.0,71113000000.0,3836000000.0,,624000000.0,-80000000.0,5132000000.0,51000000.0,51000000.0,,-2399000000.0,-2399000000.0,309000000.0,14027000000.0,131000000.0,131000000.0,11178000000.0,11178000000.0,39098000000.0,113000000.0,,,,102000000.0,2432000000.0,,,,,5081000000.0,,,0.0,221000000.0,559000000.0,,,,,,,,,,,,,,,,,,,,,,
META,2022-12-31,19289000000.0,-27956000000.0,-850000000.0,9921000000.0,,-31186000000.0,0.0,6407000000.0,15596000000.0,16865000000.0,-631000000.0,-22136000000.0,-22136000000.0,-3251000000.0,0.0,0.0,-27956000000.0,-27956000000.0,,9071000000.0,,9071000000.0,-850000000.0,9921000000.0,-28970000000.0,-28970000000.0,-4000000.0,3532000000.0,13158000000.0,-9626000000.0,-1312000000.0,-1312000000.0,-31186000000.0,-31186000000.0,50475000000.0,50475000000.0,5683000000.0,,886000000.0,-106000000.0,4510000000.0,210000000.0,210000000.0,,231000000.0,231000000.0,1982000000.0,11992000000.0,-3286000000.0,-3286000000.0,8686000000.0,8686000000.0,23200000000.0,-638000000.0,,,,463000000.0,2218000000.0,,,,,4300000000.0,,,,245000000.0,162000000.0,,,,,,,,,,,,,,,,,,,,,,
META,2021-12-31,,,,,,,,,,,,,,,,,,,,,14000000.0,,,,,,,,,,,,,,,,,187000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123000000.0,,,,,,,,,,,,,,,,,,,,,,,
NVDA,2026-01-31,96676000000.0,-40086000000.0,0.0,,,-6042000000.0,,20288000000.0,10605000000.0,8589000000.0,2016000000.0,-48474000000.0,-48474000000.0,-8058000000.0,-974000000.0,-974000000.0,-40086000000.0,-40086000000.0,,0.0,,0.0,0.0,,-52228000000.0,-52228000000.0,,-31651000000.0,26467000000.0,-58118000000.0,-14535000000.0,-14535000000.0,-6042000000.0,-6042000000.0,102718000000.0,102718000000.0,-15949000000.0,,1844000000.0,,8353000000.0,3096000000.0,3096000000.0,-11324000000.0,-15399000000.0,-15399000000.0,-287000000.0,6386000000.0,-1424000000.0,-1424000000.0,2843000000.0,2843000000.0,120067000000.0,,,,,,,,-8918000000.0,-8918000000.0,644000000.0,5257000000.0,,,,,577000000.0,,,,,,,,,,,,,,,,,,,,,,
NVDA,2025-01-31,60853000000.0,-33706000000.0,-1250000000.0,,,-3236000000.0,246000000.0,15118000000.0,8589000000.0,7280000000.0,1309000000.0,-42359000000.0,-42359000000.0,-7059000000.0,-834000000.0,-834000000.0,-33706000000.0,-33706000000.0,,-1250000000.0,,-1250000000.0,-1250000000.0,,-20421000000.0,-20421000000.0,22000000.0,-16200000000.0,11861000000.0,-28061000000.0,-1007000000.0,-1007000000.0,-3236000000.0,-3236000000.0,64089000000.0,64089000000.0,-9383000000.0,,1221000000.0,,7635000000.0,3357000000.0,3357000000.0,-4781000000.0,-13063000000.0,-13063000000.0,-502000000.0,4737000000.0,-4477000000.0,-4477000000.0,1864000000.0,1864000000.0,72880000000.0,,,,,,,,-1030000000.0,-1030000000.0,490000000.0,4278000000.0,,,,,-395000000.0,,,,,,,,,,,,,,,,,,,,,,
NVDA,2024-01-31,27021000000.0,-9533000000.0,-1250000000.0,0.0,,-1069000000.0,252000000.0,6549000000.0,7280000000.0,3389000000.0,3891000000.0,-13633000000.0,-13633000000.0,-2858000000.0,-395000000.0,-395000000.0,-9533000000.0,-9533000000.0,,-1250000000.0,,-1250000000.0,-1250000000.0,0.0,-10566000000.0,-10566000000.0,-124000000.0,-9290000000.0,9783000000.0,-19073000000.0,-83000000.0,-83000000.0,-1069000000.0,-1069000000.0,28090000000.0,28090000000.0,-3722000000.0,,514000000.0,,3556000000.0,1531000000.0,1531000000.0,-98000000.0,-6172000000.0,-6172000000.0,-278000000.0,3549000000.0,-2489000000.0,-2489000000.0,1508000000.0,1508000000.0,29760000000.0,,,,,,,894000000.0,-238000000.0,-238000000.0,403000000.0,2025000000.0,614000000.0,614000000.0,,,-1522000000.0,,,,,,,,,,,,,,,,,,,,,,
NVDA,2023-01-31,3808000000.0,-10039000000.0,0.0,0.0,,-1833000000.0,254000000.0,1404000000.0,3389000000.0,1990000000.0,1399000000.0,-11617000000.0,-11617000000.0,-1535000000.0,-398000000.0,-398000000.0,-10039000000.0,-10039000000.0,,0.0,,0.0,0.0,0.0,7375000000.0,7375000000.0,,9257000000.0,21239000000.0,-11982000000.0,-49000000.0,-49000000.0,-1833000000.0,-1833000000.0,5641000000.0,5640000000.0,-2207000000.0,,252000000.0,,790000000.0,-551000000.0,-551000000.0,-2554000000.0,822000000.0,822000000.0,1347000000.0,2709000000.0,-2164000000.0,-2164000000.0,1543000000.0,1543000000.0,4368000000.0,,,,,,,844000000.0,45000000.0,45000000.0,355000000.0,1341000000.0,699000000.0,699000000.0,,,-1517000000.0,,,,,,,,,,,,,,,,,,,,,,
NVDA,2022-01-31,,,,4977000000.0,,,246000000.0,,,,,,,,,,,,,,,,,4977000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611000000.0,,,,,563000000.0,563000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2025-12-31,7695000000.0,,-15332000000.0,24993000000.0,,-131819000000.0,1949000000.0,8295000000.0,90106000000.0,82312000000.0,6630000000.0,9661000000.0,9661000000.0,,,,,,,9661000000.0,894000000.0,8767000000.0,-6906000000.0,15673000000.0,-142545000000.0,-142545000000.0,,-10384000000.0,44386000000.0,-54770000000.0,-3841000000.0,-3841000000.0,-128320000000.0,-131819000000.0,139514000000.0,139514000000.0,-19969000000.0,-214000000.0,,-15632000000.0,6212000000.0,11231000000.0,11231000000.0,-3002000000.0,-7333000000.0,-7333000000.0,-14880000000.0,19467000000.0,11470000000.0,11470000000.0,65756000000.0,65756000000.0,77670000000.0,1164000000.0,9320000000.0,,,,,,,,,-5019000000.0,,,,3499000000.0,,-8426000000.0,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-12-31,32878000000.0,0.0,-16954000000.0,5142000000.0,,-82999000000.0,2364000000.0,12308000000.0,82312000000.0,73890000000.0,9723000000.0,-11812000000.0,-11812000000.0,,,,0.0,0.0,,-11812000000.0,82000000.0,-11894000000.0,-11894000000.0,0.0,-94342000000.0,-94342000000.0,,-9602000000.0,16403000000.0,-26005000000.0,-7082000000.0,-7082000000.0,-77658000000.0,-82999000000.0,115877000000.0,115877000000.0,-15541000000.0,4007000000.0,,-14483000000.0,68000000.0,2972000000.0,2972000000.0,-1884000000.0,-3249000000.0,-3249000000.0,2012000000.0,22011000000.0,-4648000000.0,-4648000000.0,52795000000.0,52795000000.0,59248000000.0,-1301000000.0,5142000000.0,,,,,,,,,-2904000000.0,,,,5341000000.0,,-5060000000.0,,,,,,,,,,,,,,,,,,,,,
